cervix_area,os_area,walls_area,speculum_area,artifacts_area,cervix_artifacts_area,os_artifacts_area,walls_artifacts_area,speculum_artifacts_area,cervix_specularities_area,os_specularities_area,walls_specularities_area,speculum_specularities_area,specularities_area,area_h_max_diff,rgb_cervix_r_mean,rgb_cervix_r_std,rgb_cervix_r_mean_minus_std,rgb_cervix_r_mean_plus_std,rgb_cervix_g_mean,rgb_cervix_g_std,rgb_cervix_g_mean_minus_std,rgb_cervix_g_mean_plus_std,rgb_cervix_b_mean,rgb_cervix_b_std,rgb_cervix_b_mean_minus_std,rgb_cervix_b_mean_plus_std,rgb_total_r_mean,rgb_total_r_std,rgb_total_r_mean_minus_std,rgb_total_r_mean_plus_std,rgb_total_g_mean,rgb_total_g_std,rgb_total_g_mean_minus_std,rgb_total_g_mean_plus_std,rgb_total_b_mean,rgb_total_b_std,rgb_total_b_mean_minus_std,rgb_total_b_mean_plus_std,hsv_cervix_h_mean,hsv_cervix_h_std,hsv_cervix_s_mean,hsv_cervix_s_std,hsv_cervix_v_mean,hsv_cervix_v_std,hsv_total_h_mean,hsv_total_h_std,hsv_total_s_mean,hsv_total_s_std,hsv_total_v_mean,hsv_total_v_std,fit_cervix_hull_rate,fit_cervix_hull_total,fit_cervix_bbox_rate,fit_cervix_bbox_total,fit_circle_rate,fit_circle_total,fit_ellipse_rate,fit_ellipse_total,fit_ellipse_goodness,dist_to_center_cervix,dist_to_center_os,experts::0,experts::1,experts::2,experts::3,experts::4,consensus
≥ 0.62757533808,0.002897399530935 - 0.005508613246435,< 0.0314195973746,< 0.0052117248006,< 0.00417289135972,< 0.0003471315276555,< 0.0001438053321395,< 8.78513159785e-05,< 0.0006340237011,< 0.0002390249907195,< 0.000228591968067,< 8.4308629891e-06,< 1.01571567067e-05,< 0.00074849382837,0.0808134141338 - 0.1430115901745,< 18.648152445500003,< 14.060771451499999,< 1.301302401005,< 32.49432309185,< 63.2000248099,< 27.18439128035,< 31.269343164349998,< 91.35420448369999,< 23.643682949149998,< 15.247220534099998,< 2.861747160615,< 40.96853351115,< 19.2605921826,< 15.032189463249999,-2.691466149145 - 8.19403471999,< 34.60237439845,< 59.015209430949994,< 33.726190609,< 17.68503587475,< 96.81188691310001,< 19.2526296777,< 16.39169462625,-2.875302309865 - 9.835678354975,< 39.71859981505,5.08459618188 - 5.18249691296,< 2.873964790625,≥ 205.9092200755,≥ 37.215723941250005,< 63.20215327445,< 27.19052318465,5.106173603289999 - 5.199178875395,2.796057762295 - 2.8987250611200004,≥ 209.56280001,42.945348357200004 - 66.98510340620001,< 59.02958969185,< 33.7290830111,≥ 0.9832736733934999,≥ 0.648583219044,≥ 0.8811093499925,≥ 0.7269206749605,0.552867105276 - 0.5802640237475,≥ 1.06686504989,≥ 1.002514427105,≥ 0.630364752435,≥ 197.7118196685,0.280192955183 - 0.3606192164055,0.3705472458425 - 0.43122488013500004,0.0,0.0,0.0,0.0,0.0,0.0
0.4148805179375 - 0.5034645068845,0.002897399530935 - 0.005508613246435,0.14691538255699998 - 0.25618304703350003,0.260334347052 - 0.34036759808149997,≥ 0.12151746063749999,≥ 0.0950803285338,0.0001438053321395 - 0.00635936495028,0.01737100351485 - 0.04146483898615,≥ 0.02881221069815,< 0.0002390249907195,< 0.000228591968067,< 8.4308629891e-06,< 1.01571567067e-05,< 0.00074849382837,0.1430115901745 - 0.216782419735,18.648152445500003 - 33.21853684045,< 14.060771451499999,15.60971419925 - 24.714908994349997,32.49432309185 - 51.903506279700004,92.18128849925 - 127.933561717,27.18439128035 - 38.457240429799995,79.64663040719999 - 113.52184297950001,135.868645776 - 174.17908940400002,≥ 54.3072798006,15.247220534099998 - 18.6732972454,≥ 30.7329638663,≥ 77.37952903245,35.054564784600004 - 50.5323452107,15.032189463249999 - 22.85920503925,14.8268354975 - 21.828551593649998,55.50756439680001 - 93.17887905715,≥ 127.14423889349999,33.726190609 - 47.04666434005,≥ 65.83395121515,172.14454805100002 - 204.794115042,≥ 47.4570756392,16.39169462625 - 24.2868293179,≥ 18.1476283134,≥ 77.15495992954999,< 4.99549712366,2.967037609425 - 3.0334673357749997,196.2729385715 - 205.9092200755,< 21.24960604495,93.48439490985 - 127.9346173695,27.19052318465 - 38.4677911634,< 5.065037803275001,2.796057762295 - 2.8987250611200004,174.323058508 - 195.26172186899998,< 32.032048521899995,≥ 127.1803365005,33.7290830111 - 47.03748003755,≥ 0.9832736733934999,0.44787788989 - 0.522675230212,≥ 0.8811093499925,0.3859411735895 - 0.5364634355405,0.552867105276 - 0.5802640237475,0.6548785552085 - 0.8000803605725,≥ 1.002514427105,0.3071579888325 - 0.44012817005899996,< 61.4662535496,≥ 0.5674088495925,≥ 0.5291687620665,1.0,1.0,0.0,1.0,1.0,1.0
< 0.29599288236050003,< 0.002897399530935,≥ 0.25618304703350003,< 0.0052117248006,0.0444501489124 - 0.06564410026355003,< 0.0003471315276555,< 0.0001438053321395,8.78513159785e-05 - 0.01737100351485,< 0.0006340237011,< 0.0002390249907195,< 0.000228591968067,0.001779415261145 - 0.004750227824975,< 1.01571567067e-05,0.0033506196120699997 - 0.00989879261364,< 0.0808134141338,< 18.648152445500003,< 14.060771451499999,< 1.301302401005,< 32.49432309185,< 63.2000248099,< 27.18439128035,< 31.269343164349998,< 91.35420448369999,< 23.643682949149998,< 15.247220534099998,< 2.861747160615,< 40.96853351115,< 19.2605921826,22.85920503925 - 40.6410813933,< -2.691466149145,34.60237439845 - 55.50756439680001,59.015209430949994 - 91.98167185055,56.81371123235 - 76.22593454124998,< 17.68503587475,96.81188691310001 - 139.36625546599998,19.2526296777 - 25.46603307455,29.3866349711 - 38.08944955705,< -7.644647612049999,39.71859981505 - 53.22068634435,< 4.99549712366,< 2.873964790625,< 155.297861043,< 21.24960604495,< 63.20215327445,< 27.19052318465,5.106173603289999 - 5.199178875395,2.8987250611200004 - 2.96221592969,195.26172186899998 - 209.56280001,42.945348357200004 - 66.98510340620001,59.02958969185 - 91.99746063135001,56.69539545580001 - 76.22323342765,< 0.915533382153,< 0.32037066516449997,< 0.7423732281704999,< 0.3859411735895,< 0.552867105276,< 0.501791473288,< 0.9469113332355,< 0.3071579888325,< 61.4662535496,≥ 0.5674088495925,≥ 0.5291687620665,1.0,0.0,0.0,0.0,1.0,0.0
0.29599288236050003 - 0.4148805179375,< 0.002897399530935,≥ 0.25618304703350003,< 0.0052117248006,< 0.00417289135972,< 0.0003471315276555,< 0.0001438053321395,< 8.78513159785e-05,< 0.0006340237011,0.00177558449046 - 0.004837681936445,< 0.000228591968067,0.0005554730915475 - 0.001779415261145,< 1.01571567067e-05,0.00074849382837 - 0.0033506196120699997,< 0.0808134141338,47.56289609165 - 109.18739559599999,24.797392167350004 - 35.744860843699996,15.60971419925 - 24.714908994349997,72.33956178560001 - 148.200492149,92.18128849925 - 127.933561717,45.150140219899995 - 55.5987133055,53.1564822216 - 79.64663040719999,135.868645776 - 174.17908940400002,≥ 54.3072798006,≥ 25.95157348315,≥ 30.7329638663,≥ 77.37952903245,35.054564784600004 - 50.5323452107,15.032189463249999 - 22.85920503925,≥ 21.828551593649998,55.50756439680001 - 93.17887905715,91.98167185055 - 110.5491878305,33.726190609 - 47.04666434005,48.547312032949996 - 65.83395121515,139.36625546599998 - 172.14454805100002,≥ 47.4570756392,16.39169462625 - 24.2868293179,≥ 18.1476283134,≥ 77.15495992954999,< 4.99549712366,2.873964790625 - 2.967037609425,< 155.297861043,30.372530758449997 - 37.215723941250005,93.48439490985 - 127.9346173695,45.1483997816 - 55.47008317155,< 5.065037803275001,2.8987250611200004 - 2.96221592969,< 157.494181953,< 32.032048521899995,91.99746063135001 - 110.568931843,33.7290830111 - 47.03748003755,0.915533382153 - 0.952310686871,0.32037066516449997 - 0.44787788989,0.789625588963 - 0.8395521565275,0.3859411735895 - 0.5364634355405,0.552867105276 - 0.5802640237475,0.6548785552085 - 0.8000803605725,0.9758055740025001 - 0.9922521598940002,0.3071579888325 - 0.44012817005899996,≥ 197.7118196685,≥ 0.5674088495925,0.43122488013500004 - 0.5291687620665,0.0,0.0,0.0,1.0,1.0,0.0
0.5034645068845 - 0.62757533808,0.00737411233596 - 0.01053450261865,≥ 0.25618304703350003,< 0.0052117248006,< 0.00417289135972,< 0.0003471315276555,< 0.0001438053321395,< 8.78513159785e-05,< 0.0006340237011,0.00177558449046 - 0.004837681936445,< 0.000228591968067,< 8.4308629891e-06,< 1.01571567067e-05,0.00074849382837 - 0.0033506196120699997,≥ 0.295104538641,< 18.648152445500003,14.060771451499999 - 18.453327782949998,< 1.301302401005,< 32.49432309185,63.2000248099 - 92.18128849925,27.18439128035 - 38.457240429799995,31.269343164349998 - 53.1564822216,91.35420448369999 - 135.868645776,< 23.643682949149998,15.247220534099998 - 18.6732972454,< 2.861747160615,< 40.96853351115,< 19.2605921826,< 15.032189463249999,< -2.691466149145,< 34.60237439845,< 59.015209430949994,< 33.726190609,17.68503587475 - 33.22317124995,< 96.81188691310001,< 19.2526296777,< 16.39169462625,< -7.644647612049999,< 39.71859981505,5.18249691296 - 5.82178442517,3.0334673357749997 - 3.0840318011,≥ 205.9092200755,< 21.24960604495,63.20215327445 - 93.48439490985,27.19052318465 - 38.4677911634,5.199178875395 - 5.710744727134999,≥ 3.013283698795,≥ 209.56280001,< 32.032048521899995,< 59.02958969185,< 33.7290830111,≥ 0.9832736733934999,0.522675230212 - 0.648583219044,≥ 0.8811093499925,0.609852566614 - 0.7269206749605,0.552867105276 - 0.5802640237475,0.8000803605725 - 1.06686504989,≥ 1.002514427105,0.51794242261 - 0.630364752435,95.92647926389999 - 117.3164365035,0.280192955183 - 0.3606192164055,≥ 0.5291687620665,1.0,0.0,0.0,1.0,1.0,1.0
0.4148805179375 - 0.5034645068845,0.002897399530935 - 0.005508613246435,0.0314195973746 - 0.08975567389474999,0.17251782411150002 - 0.260334347052,0.0444501489124 - 0.06564410026355003,0.0003471315276555 - 0.006889730479495,< 0.0001438053321395,8.78513159785e-05 - 0.01737100351485,0.0006340237011 - 0.007418016362354999,0.004837681936445 - 0.009962267930725,0.000228591968067 - 0.001250630699585,≥ 0.004750227824975,≥ 0.1050135748555,≥ 0.026604440144999998,< 0.0808134141338,47.56289609165 - 109.18739559599999,≥ 35.744860843699996,24.714908994349997 - 70.7537077792,72.33956178560001 - 148.200492149,127.933561717 - 170.5341034445,≥ 55.5987133055,53.1564822216 - 79.64663040719999,174.17908940400002 - 225.147566502,< 23.643682949149998,18.6732972454 - 21.88493769955,< 2.861747160615,40.96853351115 - 51.0682814516,≥ 77.70370359035,40.6410813933 - 54.1737192577,≥ 21.828551593649998,93.17887905715 - 132.0931897955,≥ 127.14423889349999,56.81371123235 - 76.22593454124998,≥ 65.83395121515,172.14454805100002 - 204.794115042,19.2526296777 - 25.46603307455,≥ 38.08944955705,< -7.644647612049999,53.22068634435 - 67.1103675554,≥ 5.82178442517,3.0334673357749997 - 3.0840318011,≥ 205.9092200755,21.24960604495 - 25.6163835825,127.9346173695 - 170.5379988725,≥ 55.47008317155,≥ 5.710744727134999,2.96221592969 - 3.013283698795,≥ 209.56280001,42.945348357200004 - 66.98510340620001,≥ 127.1803365005,56.69539545580001 - 76.22323342765,0.952310686871 - 0.9674226745735002,0.44787788989 - 0.522675230212,0.7423732281704999 - 0.789625588963,0.5364634355405 - 0.609852566614,≥ 0.6714850151295,0.6548785552085 - 0.8000803605725,0.9922521598940002 - 1.002514427105,0.44012817005899996 - 0.51794242261,61.4662535496 - 95.92647926389999,< 0.280192955183,< 0.300509430827,1.0,1.0,1.0,1.0,1.0,1.0
≥ 0.62757533808,0.005508613246435 - 0.00737411233596,< 0.0314195973746,< 0.0052117248006,< 0.00417289135972,< 0.0003471315276555,< 0.0001438053321395,< 8.78513159785e-05,< 0.0006340237011,< 0.0002390249907195,< 0.000228591968067,< 8.4308629891e-06,< 1.01571567067e-05,< 0.00074849382837,< 0.0808134141338,18.648152445500003 - 33.21853684045,< 14.060771451499999,15.60971419925 - 24.714908994349997,32.49432309185 - 51.903506279700004,< 63.2000248099,< 27.18439128035,< 31.269343164349998,< 91.35420448369999,32.670223374900004 - 46.52566146305,15.247220534099998 - 18.6732972454,15.51388622055 - 24.8542648739,40.96853351115 - 51.0682814516,19.2605921826 - 35.054564784600004,< 15.032189463249999,14.8268354975 - 21.828551593649998,34.60237439845 - 55.50756439680001,< 59.015209430949994,< 33.726190609,17.68503587475 - 33.22317124995,< 96.81188691310001,25.46603307455 - 34.56263224695,< 16.39169462625,9.835678354975 - 18.1476283134,39.71859981505 - 53.22068634435,5.08459618188 - 5.18249691296,< 2.873964790625,< 155.297861043,≥ 37.215723941250005,< 63.20215327445,< 27.19052318465,5.106173603289999 - 5.199178875395,2.796057762295 - 2.8987250611200004,< 157.494181953,37.011818022149995 - 42.945348357200004,< 59.02958969185,< 33.7290830111,≥ 0.9832736733934999,≥ 0.648583219044,≥ 0.8811093499925,≥ 0.7269206749605,0.552867105276 - 0.5802640237475,≥ 1.06686504989,≥ 1.002514427105,≥ 0.630364752435,≥ 197.7118196685,0.280192955183 - 0.3606192164055,0.3705472458425 - 0.43122488013500004,0.0,0.0,0.0,0.0,1.0,0.0
≥ 0.62757533808,≥ 0.01053450261865,< 0.0314195973746,< 0.0052117248006,< 0.00417289135972,< 0.0003471315276555,< 0.0001438053321395,< 8.78513159785e-05,< 0.0006340237011,0.0002390249907195 - 0.00177558449046,< 0.000228591968067,< 8.4308629891e-06,< 1.01571567067e-05,0.00074849382837 - 0.0033506196120699997,< 0.0808134141338,< 18.648152445500003,14.060771451499999 - 18.453327782949998,< 1.301302401005,< 32.49432309185,< 63.2000248099,< 27.18439128035,< 31.269343164349998,< 91.35420448369999,< 23.643682949149998,15.247220534099998 - 18.6732972454,< 2.861747160615,< 40.96853351115,< 19.2605921826,< 15.032189463249999,< -2.691466149145,< 34.60237439845,< 59.015209430949994,< 33.726190609,< 17.68503587475,< 96.81188691310001,< 19.2526296777,< 16.39169462625,-7.644647612049999 - -2.875302309865,< 39.71859981505,5.08459618188 - 5.18249691296,2.873964790625 - 2.967037609425,196.2729385715 - 205.9092200755,≥ 37.215723941250005,< 63.20215327445,< 27.19052318465,< 5.065037803275001,< 2.796057762295,157.494181953 - 174.323058508,≥ 66.98510340620001,< 59.02958969185,< 33.7290830111,0.9674226745735002 - 0.9832736733934999,≥ 0.648583219044,0.789625588963 - 0.8395521565275,≥ 0.7269206749605,0.62580263927 - 0.6714850151295,≥ 1.06686504989,0.9922521598940002 - 1.002514427105,≥ 0.630364752435,117.3164365035 - 197.7118196685,0.3606192164055 - 0.47630703865650004,0.300509430827 - 0.3705472458425,0.0,0.0,1.0,0.0,1.0,0.0
0.4148805179375 - 0.5034645068845,< 0.002897399530935,≥ 0.25618304703350003,< 0.0052117248006,< 0.00417289135972,< 0.0003471315276555,< 0.0001438053321395,< 8.78513159785e-05,< 0.0006340237011,0.0002390249907195 - 0.00177558449046,< 0.000228591968067,< 8.4308629891e-06,< 1.01571567067e-05,< 0.00074849382837,≥ 0.295104538641,< 18.648152445500003,14.060771451499999 - 18.453327782949998,< 1.301302401005,< 32.49432309185,< 63.2000248099,27.18439128035 - 38.457240429799995,< 31.269343164349998,< 91.35420448369999,< 23.643682949149998,18.6732972454 - 21.88493769955,< 2.861747160615,< 40.96853351115,< 19.2605921826,< 15.032189463249999,< -2.691466149145,< 34.60237439845,< 59.015209430949994,< 33.726190609,< 17.68503587475,< 96.81188691310001,< 19.2526296777,< 16.39169462625,-7.644647612049999 - -2.875302309865,< 39.71859981505,5.08459618188 - 5.18249691296,2.873964790625 - 2.967037609425,≥ 205.9092200755,≥ 37.215723941250005,< 63.20215327445,27.19052318465 - 38.4677911634,< 5.065037803275001,< 2.796057762295,195.26172186899998 - 209.56280001,≥ 66.98510340620001,< 59.02958969185,< 33.7290830111,< 0.915533382153,0.44787788989 - 0.522675230212,0.7423732281704999 - 0.789625588963,0.5364634355405 - 0.609852566614,0.62580263927 - 0.6714850151295,0.6548785552085 - 0.8000803605725,0.9469113332355 - 0.9758055740025001,0.44012817005899996 - 0.51794242261,117.3164365035 - 197.7118196685,0.3606192164055 - 0.47630703865650004,0.300509430827 - 0.3705472458425,0.0,0.0,0.0,0.0,0.0,0.0
0.5034645068845 - 0.62757533808,0.005508613246435 - 0.00737411233596,0.08975567389474999 - 0.14691538255699998,0.0052117248006 - 0.17251782411150002,≥ 0.12151746063749999,< 0.0003471315276555,< 0.0001438053321395,0.01737100351485 - 0.04146483898615,< 0.0006340237011,0.00177558449046 - 0.004837681936445,< 0.000228591968067,< 8.4308629891e-06,< 1.01571567067e-05,0.00074849382837 - 0.0033506196120699997,< 0.0808134141338,18.648152445500003 - 33.21853684045,18.453327782949998 - 24.797392167350004,1.301302401005 - 15.60971419925,32.49432309185 - 51.903506279700004,63.2000248099 - 92.18128849925,27.18439128035 - 38.457240429799995,31.269343164349998 - 53.1564822216,91.35420448369999 - 135.868645776,23.643682949149998 - 32.670223374900004,21.88493769955 - 25.95157348315,2.861747160615 - 15.51388622055,51.0682814516 - 68.219835706,19.2605921826 - 35.054564784600004,15.032189463249999 - 22.85920503925,-2.691466149145 - 8.19403471999,34.60237439845 - 55.50756439680001,59.015209430949994 - 91.98167185055,33.726190609 - 47.04666434005,17.68503587475 - 33.22317124995,96.81188691310001 - 139.36625546599998,19.2526296777 - 25.46603307455,16.39169462625 - 24.2868293179,-2.875302309865 - 9.835678354975,39.71859981505 - 53.22068634435,5.08459618188 - 5.18249691296,2.873964790625 - 2.967037609425,174.03339239449997 - 196.2729385715,30.372530758449997 - 37.215723941250005,63.20215327445 - 93.48439490985,27.19052318465 - 38.4677911634,5.106173603289999 - 5.199178875395,2.96221592969 - 3.013283698795,195.26172186899998 - 209.56280001,37.011818022149995 - 42.945348357200004,59.02958969185 - 91.99746063135001,33.7290830111 - 47.03748003755,≥ 0.9832736733934999,0.522675230212 - 0.648583219044,0.8395521565275 - 0.8811093499925,0.609852566614 - 0.7269206749605,0.5802640237475 - 0.62580263927,0.8000803605725 - 1.06686504989,≥ 1.002514427105,0.51794242261 - 0.630364752435,95.92647926389999 - 117.3164365035,< 0.280192955183,< 0.300509430827,1.0,1.0,1.0,1.0,1.0,1.0
≥ 0.62757533808,≥ 0.01053450261865,0.14691538255699998 - 0.25618304703350003,< 0.0052117248006,< 0.00417289135972,< 0.0003471315276555,< 0.0001438053321395,< 8.78513159785e-05,< 0.0006340237011,0.004837681936445 - 0.009962267930725,< 0.000228591968067,< 8.4308629891e-06,< 1.01571567067e-05,0.0033506196120699997 - 0.00989879261364,0.216782419735 - 0.295104538641,18.648152445500003 - 33.21853684045,24.797392167350004 - 35.744860843699996,< 1.301302401005,32.49432309185 - 51.903506279700004,92.18128849925 - 127.933561717,45.150140219899995 - 55.5987133055,53.1564822216 - 79.64663040719999,174.17908940400002 - 225.147566502,32.670223374900004 - 46.52566146305,≥ 25.95157348315,2.861747160615 - 15.51388622055,51.0682814516 - 68.219835706,19.2605921826 - 35.054564784600004,22.85920503925 - 40.6410813933,-2.691466149145 - 8.19403471999,34.60237439845 - 55.50756439680001,110.5491878305 - 127.14423889349999,47.04666434005 - 56.81371123235,≥ 65.83395121515,139.36625546599998 - 172.14454805100002,34.56263224695 - 47.4570756392,24.2868293179 - 29.3866349711,9.835678354975 - 18.1476283134,53.22068634435 - 67.1103675554,5.08459618188 - 5.18249691296,2.967037609425 - 3.0334673357749997,196.2729385715 - 205.9092200755,25.6163835825 - 30.372530758449997,93.48439490985 - 127.9346173695,45.1483997816 - 55.47008317155,5.106173603289999 - 5.199178875395,≥ 3.013283698795,195.26172186899998 - 209.56280001,< 32.032048521899995,110.568931843 - 127.1803365005,47.03748003755 - 56.69539545580001,0.952310686871 - 0.9674226745735002,≥ 0.648583219044,≥ 0.8811093499925,≥ 0.7269206749605,0.552867105276 - 0.5802640237475,≥ 1.06686504989,0.9922521598940002 - 1.002514427105,≥ 0.630364752435,117.3164365035 - 197.7118196685,0.47630703865650004 - 0.5674088495925,0.43122488013500004 - 0.5291687620665,1.0,1.0,0.0,1.0,1.0,1.0
0.5034645068845 - 0.62757533808,≥ 0.01053450261865,≥ 0.25618304703350003,< 0.0052117248006,< 0.00417289135972,< 0.0003471315276555,< 0.0001438053321395,< 8.78513159785e-05,< 0.0006340237011,0.00177558449046 - 0.004837681936445,< 0.000228591968067,< 8.4308629891e-06,< 1.01571567067e-05,0.00074849382837 - 0.0033506196120699997,0.0808134141338 - 0.1430115901745,< 18.648152445500003,14.060771451499999 - 18.453327782949998,< 1.301302401005,< 32.49432309185,< 63.2000248099,27.18439128035 - 38.457240429799995,< 31.269343164349998,91.35420448369999 - 135.868645776,< 23.643682949149998,18.6732972454 - 21.88493769955,< 2.861747160615,< 40.96853351115,< 19.2605921826,< 15.032189463249999,< -2.691466149145,< 34.60237439845,< 59.015209430949994,< 33.726190609,< 17.68503587475,< 96.81188691310001,< 19.2526296777,< 16.39169462625,< -7.644647612049999,< 39.71859981505,5.18249691296 - 5.82178442517,3.0334673357749997 - 3.0840318011,≥ 205.9092200755,21.24960604495 - 25.6163835825,< 63.20215327445,27.19052318465 - 38.4677911634,5.199178875395 - 5.710744727134999,≥ 3.013283698795,≥ 209.56280001,< 32.032048521899995,< 59.02958969185,< 33.7290830111,0.915533382153 - 0.952310686871,0.522675230212 - 0.648583219044,≥ 0.8811093499925,0.609852566614 - 0.7269206749605,< 0.552867105276,≥ 1.06686504989,0.9469113332355 - 0.9758055740025001,0.51794242261 - 0.630364752435,61.4662535496 - 95.92647926389999,0.280192955183 - 0.3606192164055,0.300509430827 - 0.3705472458425,1.0,1.0,0.0,1.0,1.0,1.0
< 0.29599288236050003,< 0.002897399530935,0.0314195973746 - 0.08975567389474999,≥ 0.34036759808149997,< 0.00417289135972,< 0.0003471315276555,< 0.0001438053321395,< 8.78513159785e-05,< 0.0006340237011,≥ 0.009962267930725,< 0.000228591968067,8.4308629891e-06 - 0.0005554730915475,≥ 0.1050135748555,≥ 0.026604440144999998,< 0.0808134141338,47.56289609165 - 109.18739559599999,≥ 35.744860843699996,24.714908994349997 - 70.7537077792,72.33956178560001 - 148.200492149,127.933561717 - 170.5341034445,≥ 55.5987133055,53.1564822216 - 79.64663040719999,174.17908940400002 - 225.147566502,23.643682949149998 - 32.670223374900004,21.88493769955 - 25.95157348315,2.861747160615 - 15.51388622055,51.0682814516 - 68.219835706,50.5323452107 - 77.70370359035,≥ 54.1737192577,14.8268354975 - 21.828551593649998,≥ 132.0931897955,≥ 127.14423889349999,56.81371123235 - 76.22593454124998,48.547312032949996 - 65.83395121515,172.14454805100002 - 204.794115042,19.2526296777 - 25.46603307455,≥ 38.08944955705,< -7.644647612049999,67.1103675554 - 77.15495992954999,≥ 5.82178442517,2.967037609425 - 3.0334673357749997,196.2729385715 - 205.9092200755,≥ 37.215723941250005,127.9346173695 - 170.5379988725,≥ 55.47008317155,5.199178875395 - 5.710744727134999,2.8987250611200004 - 2.96221592969,195.26172186899998 - 209.56280001,≥ 66.98510340620001,≥ 127.1803365005,56.69539545580001 - 76.22323342765,0.952310686871 - 0.9674226745735002,< 0.32037066516449997,0.8395521565275 - 0.8811093499925,< 0.3859411735895,0.62580263927 - 0.6714850151295,< 0.501791473288,0.9758055740025001 - 0.9922521598940002,< 0.3071579888325,< 61.4662535496,≥ 0.5674088495925,≥ 0.5291687620665,1.0,1.0,1.0,1.0,1.0,1.0
0.4148805179375 - 0.5034645068845,0.002897399530935 - 0.005508613246435,0.0314195973746 - 0.08975567389474999,0.17251782411150002 - 0.260334347052,≥ 0.12151746063749999,0.006889730479495 - 0.0208134764854,< 0.0001438053321395,≥ 0.1831493444665,0.007418016362354999 - 0.01581161518775,0.00177558449046 - 0.004837681936445,< 0.000228591968067,< 8.4308629891e-06,1.01571567067e-05 - 0.018317870931799998,0.0033506196120699997 - 0.00989879261364,0.1430115901745 - 0.216782419735,< 18.648152445500003,18.453327782949998 - 24.797392167350004,< 1.301302401005,< 32.49432309185,63.2000248099 - 92.18128849925,27.18439128035 - 38.457240429799995,31.269343164349998 - 53.1564822216,91.35420448369999 - 135.868645776,< 23.643682949149998,15.247220534099998 - 18.6732972454,< 2.861747160615,< 40.96853351115,< 19.2605921826,15.032189463249999 - 22.85920503925,< -2.691466149145,< 34.60237439845,59.015209430949994 - 91.98167185055,33.726190609 - 47.04666434005,< 17.68503587475,96.81188691310001 - 139.36625546599998,< 19.2526296777,16.39169462625 - 24.2868293179,< -7.644647612049999,< 39.71859981505,5.18249691296 - 5.82178442517,3.0334673357749997 - 3.0840318011,≥ 205.9092200755,21.24960604495 - 25.6163835825,63.20215327445 - 93.48439490985,27.19052318465 - 38.4677911634,5.106173603289999 - 5.199178875395,2.8987250611200004 - 2.96221592969,≥ 209.56280001,≥ 66.98510340620001,59.02958969185 - 91.99746063135001,33.7290830111 - 47.03748003755,0.952310686871 - 0.9674226745735002,0.44787788989 - 0.522675230212,< 0.7423732281704999,0.5364634355405 - 0.609852566614,0.62580263927 - 0.6714850151295,0.501791473288 - 0.6548785552085,0.9758055740025001 - 0.9922521598940002,0.44012817005899996 - 0.51794242261,61.4662535496 - 95.92647926389999,0.47630703865650004 - 0.5674088495925,≥ 0.5291687620665,1.0,1.0,1.0,1.0,1.0,1.0
0.4148805179375 - 0.5034645068845,≥ 0.01053450261865,0.08975567389474999 - 0.14691538255699998,0.17251782411150002 - 0.260334347052,≥ 0.12151746063749999,0.0003471315276555 - 0.006889730479495,< 0.0001438053321395,0.04146483898615 - 0.1831493444665,≥ 0.02881221069815,0.004837681936445 - 0.009962267930725,< 0.000228591968067,0.0005554730915475 - 0.001779415261145,≥ 0.1050135748555,≥ 0.026604440144999998,< 0.0808134141338,≥ 109.18739559599999,24.797392167350004 - 35.744860843699996,≥ 70.7537077792,≥ 148.200492149,≥ 170.5341034445,45.150140219899995 - 55.5987133055,≥ 113.52184297950001,≥ 225.147566502,46.52566146305 - 54.3072798006,15.247220534099998 - 18.6732972454,24.8542648739 - 30.7329638663,51.0682814516 - 68.219835706,≥ 77.70370359035,40.6410813933 - 54.1737192577,≥ 21.828551593649998,≥ 132.0931897955,≥ 127.14423889349999,47.04666434005 - 56.81371123235,≥ 65.83395121515,≥ 204.794115042,34.56263224695 - 47.4570756392,29.3866349711 - 38.08944955705,-2.875302309865 - 9.835678354975,≥ 77.15495992954999,≥ 5.82178442517,≥ 3.0840318011,174.03339239449997 - 196.2729385715,< 21.24960604495,≥ 170.5379988725,45.1483997816 - 55.47008317155,≥ 5.710744727134999,≥ 3.013283698795,174.323058508 - 195.26172186899998,37.011818022149995 - 42.945348357200004,≥ 127.1803365005,47.03748003755 - 56.69539545580001,< 0.915533382153,0.522675230212 - 0.648583219044,< 0.7423732281704999,0.609852566614 - 0.7269206749605,0.552867105276 - 0.5802640237475,0.8000803605725 - 1.06686504989,< 0.9469113332355,0.51794242261 - 0.630364752435,117.3164365035 - 197.7118196685,0.47630703865650004 - 0.5674088495925,0.43122488013500004 - 0.5291687620665,1.0,1.0,0.0,1.0,1.0,1.0
